=== DLL Injected into Minecraft ===
=== VimeWorld AutoMapper Started ===
Class map: net/minecraft/network/NetworkManager$4 -> ek$4
Class map: net/minecraft/network/NetworkManager$5 -> ek$5
Class map: net/minecraft/network/NetworkManager$6 -> ek$6
Class map: net/minecraft/network/NetworkManager$InboundHandlerTuplePacketListener -> ek$a
Class map: net/minecraft/network/EnumConnectionState -> el
Class map: net/minecraft/network/EnumConnectionState$1 -> el$1
Class map: net/minecraft/network/EnumConnectionState$2 -> el$2
Class map: net/minecraft/network/EnumConnectionState$3 -> el$3
Class map: net/minecraft/network/EnumConnectionState$4 -> el$4
Class map: net/minecraft/network/PacketBuffer -> em
Class map: net/minecraft/util/MessageDeserializer -> en
Class map: net/minecraft/util/MessageSerializer -> eo
Class map: net/minecraft/network/INetHandler -> ep
Class map: net/minecraft/util/MessageDeserializer2 -> eq
Class map: net/minecraft/util/MessageSerializer2 -> er
Class map: net/minecraft/util/ChatComponentStyle -> es
Class map: net/minecraft/util/ChatComponentStyle$1 -> es$1
Class map: net/minecraft/util/ChatComponentStyle$2 -> es$2
Class map: net/minecraft/event/ClickEvent -> et
Class map: net/minecraft/event/ClickEvent$Action -> et$a
Class map: net/minecraft/util/IChatComponent -> eu
Class map: net/minecraft/util/IChatComponent$Serializer -> eu$a
Class map: net/minecraft/util/ChatComponentProcessor -> ev
Class map: net/minecraft/event/HoverEvent -> ew
Class map: net/minecraft/event/HoverEvent$Action -> ew$a
Class map: net/minecraft/util/ChatComponentScore -> ex
Class map: net/minecraft/util/ChatComponentSelector -> ey
Class map: net/minecraft/util/ChatStyle -> ez
Class map: net/minecraft/util/ChatStyle$1 -> ez$1
Class map: net/minecraft/util/ChatStyle$Serializer -> ez$a
Class map: net/minecraft/util/ChatAllowedCharacters -> f
Class map: net/minecraft/util/ChatComponentText -> fa
Class map: net/minecraft/util/ChatComponentTranslation -> fb
Class map: net/minecraft/util/ChatComponentTranslationFormatException -> fc
Class map: net/minecraft/network/Packet -> ff
Class map: net/minecraft/network/EnumPacketDirection -> fg
Class map: net/minecraft/network/PacketThreadUtil -> fh
Class map: net/minecraft/network/PacketThreadUtil$1 -> fh$1
Class map: net/minecraft/network/play/server/S08PacketPlayerPosLook -> fi
Class map: net/minecraft/network/play/server/S08PacketPlayerPosLook$EnumFlags -> fi$a
Class map: net/minecraft/network/play/INetHandlerPlayClient -> fj
Class map: net/minecraft/network/play/server/S0EPacketSpawnObject -> fk
Class map: net/minecraft/network/play/server/S11PacketSpawnExperienceOrb -> fl
Class map: net/minecraft/network/play/server/S2CPacketSpawnGlobalEntity -> fm
Class map: net/minecraft/network/play/server/S0FPacketSpawnMob -> fn
Class map: net/minecraft/network/play/server/S10PacketSpawnPainting -> fo
Class map: net/minecraft/network/play/server/S0CPacketSpawnPlayer -> fp
Class map: net/minecraft/network/play/server/S0BPacketAnimation -> fq
Class map: net/minecraft/network/play/server/S37PacketStatistics -> fr
Class map: net/minecraft/network/play/server/S25PacketBlockBreakAnim -> fs
Class map: net/minecraft/network/play/server/S35PacketUpdateTileEntity -> ft
Class map: net/minecraft/network/play/server/S24PacketBlockAction -> fu
Class map: net/minecraft/network/play/server/S23PacketBlockChange -> fv
Class map: net/minecraft/network/play/server/S41PacketServerDifficulty -> fw
Class map: net/minecraft/network/play/server/S3APacketTabComplete -> fx
Class map: net/minecraft/network/play/server/S02PacketChat -> fy
Class map: net/minecraft/network/play/server/S22PacketMultiBlockChange -> fz
Class map: net/minecraft/network/play/server/S22PacketMultiBlockChange$BlockUpdateData -> fz$a
Class map: net/minecraft/util/Util -> g
Class map: net/minecraft/util/Util$EnumOS -> g$a
Class map: net/minecraft/network/play/server/S32PacketConfirmTransaction -> ga
Class map: net/minecraft/network/play/server/S2EPacketCloseWindow -> gb
Class map: net/minecraft/network/play/server/S2DPacketOpenWindow -> gc
Class map: net/minecraft/network/play/server/S30PacketWindowItems -> gd
Class map: net/minecraft/network/play/server/S31PacketWindowProperty -> ge
Class map: net/minecraft/network/play/server/S2FPacketSetSlot -> gf
Class map: net/minecraft/network/play/server/S3FPacketCustomPayload -> gg
Class map: net/minecraft/network/play/server/S40PacketDisconnect -> gh
Class map: net/minecraft/network/play/server/S19PacketEntityStatus -> gi
Class map: net/minecraft/network/play/server/S49PacketUpdateEntityNBT -> gj
Class map: net/minecraft/network/play/server/S27PacketExplosion -> gk
Class map: net/minecraft/network/play/server/S46PacketSetCompressionLevel -> gl
Class map: net/minecraft/network/play/server/S2BPacketChangeGameState -> gm
Class map: net/minecraft/network/play/server/S00PacketKeepAlive -> gn
Class map: net/minecraft/network/play/server/S21PacketChunkData -> go
Class map: net/minecraft/network/play/server/S21PacketChunkData$Extracted -> go$a
Class map: net/minecraft/network/play/server/S26PacketMapChunkBulk -> gp
Class map: net/minecraft/network/play/server/S28PacketEffect -> gq
Class map: net/minecraft/network/play/server/S2APacketParticles -> gr
Class map: net/minecraft/network/play/server/S29PacketSoundEffect -> gs
Class map: net/minecraft/network/play/server/S01PacketJoinGame -> gt
Class map: net/minecraft/network/play/server/S34PacketMaps -> gu
Class map: net/minecraft/network/play/server/S14PacketEntity -> gv
Class map: net/minecraft/network/play/server/S14PacketEntity$S15PacketEntityRelMove -> gv$a
Class map: net/minecraft/network/play/server/S14PacketEntity$S17PacketEntityLookMove -> gv$b
Class map: net/minecraft/network/play/server/S14PacketEntity$S16PacketEntityLook -> gv$c
Class map: net/minecraft/network/play/server/S36PacketSignEditorOpen -> gw
Class map: net/minecraft/network/play/server/S39PacketPlayerAbilities -> gx
Class map: net/minecraft/network/play/server/S42PacketCombatEvent -> gy
Class map: net/minecraft/network/play/server/S42PacketCombatEvent$1 -> gy$1
Class map: net/minecraft/network/play/server/S42PacketCombatEvent$Event -> gy$a
Class map: net/minecraft/network/play/server/S38PacketPlayerListItem -> gz
Class map: net/minecraft/network/play/server/S38PacketPlayerListItem$1 -> gz$1
Class map: net/minecraft/network/play/server/S38PacketPlayerListItem$Action -> gz$a
Class map: net/minecraft/network/play/server/S38PacketPlayerListItem$AddPlayerData -> gz$b
Class map: net/minecraft/command/IAdminCommand -> h
Class map: net/minecraft/network/play/server/S0APacketUseBed -> ha
Class map: net/minecraft/network/play/server/S13PacketDestroyEntities -> hb
Class map: net/minecraft/network/play/server/S1EPacketRemoveEntityEffect -> hc
Class map: net/minecraft/network/play/server/S48PacketResourcePackSend -> hd
Class map: net/minecraft/network/play/server/S07PacketRespawn -> he
Class map: net/minecraft/network/play/server/S19PacketEntityHeadLook -> hf
Class map: net/minecraft/network/play/server/S44PacketWorldBorder -> hg
Class map: net/minecraft/network/play/server/S44PacketWorldBorder$1 -> hg$1
Class map: net/minecraft/network/play/server/S44PacketWorldBorder$Action -> hg$a
Class map: net/minecraft/network/play/server/S43PacketCamera -> hh
Class map: net/minecraft/network/play/server/S09PacketHeldItemChange -> hi
Class map: net/minecraft/network/play/server/S3DPacketDisplayScoreboard -> hj
Class map: net/minecraft/network/play/server/S1CPacketEntityMetadata -> hk
Class map: net/minecraft/network/play/server/S1BPacketEntityAttach -> hl
Class map: net/minecraft/network/play/server/S12PacketEntityVelocity -> hm
Class map: net/minecraft/network/play/server/S04PacketEntityEquipment -> hn
Class map: net/minecraft/network/play/server/S1FPacketSetExperience -> ho
Class map: net/minecraft/network/play/server/S06PacketUpdateHealth -> hp
Class map: net/minecraft/network/play/server/S3BPacketScoreboardObjective -> hq
Class map: net/minecraft/network/play/server/S3EPacketTeams -> hr
Class map: net/minecraft/network/play/server/S3CPacketUpdateScore -> hs
Class map: net/minecraft/network/play/server/S3CPacketUpdateScore$Action -> hs$a
Class map: net/minecraft/network/play/server/S05PacketSpawnPosition -> ht
Class map: net/minecraft/network/play/server/S03PacketTimeUpdate -> hu
Class map: net/minecraft/network/play/server/S45PacketTitle -> hv
Class map: net/minecraft/network/play/server/S45PacketTitle$Type -> hv$a
Class map: net/minecraft/network/play/server/S33PacketUpdateSign -> hw
Class map: net/minecraft/network/play/server/S47PacketPlayerListHeaderFooter -> hx
Class map: net/minecraft/network/play/server/S0DPacketCollectItem -> hy
Class map: net/minecraft/network/play/server/S18PacketEntityTeleport -> hz
Class map: net/minecraft/command/CommandBase -> i
Class map: net/minecraft/command/CommandBase$CoordinateArg -> i$a
Class map: net/minecraft/network/play/server/S20PacketEntityProperties -> ia
Class map: net/minecraft/network/play/server/S20PacketEntityProperties$Snapshot -> ia$a
Class map: net/minecraft/network/play/server/S1DPacketEntityEffect -> ib
Class map: net/minecraft/network/play/INetHandlerPlayServer -> ic
Class map: net/minecraft/network/play/client/C14PacketTabComplete -> id
Class map: net/minecraft/network/play/client/C01PacketChatMessage -> ie
Class map: net/minecraft/network/play/client/C16PacketClientStatus -> ig
Class map: net/minecraft/network/play/client/C16PacketClientStatus$EnumState -> ig$a
Class map: net/minecraft/network/play/client/C15PacketClientSettings -> ih
Class map: net/minecraft/network/play/client/C0FPacketConfirmTransaction -> ii
Class map: net/minecraft/network/play/client/C11PacketEnchantItem -> ij
Class map: net/minecraft/network/play/client/C0EPacketClickWindow -> ik
Class map: net/minecraft/network/play/client/C0DPacketCloseWindow -> il
Class map: net/minecraft/network/play/client/C17PacketCustomPayload -> im
Class map: net/minecraft/network/play/client/C02PacketUseEntity -> in
Class map: net/minecraft/network/play/client/C02PacketUseEntity$Action -> in$a
Class map: net/minecraft/network/play/client/C00PacketKeepAlive -> io
Class map: net/minecraft/network/play/client/C03PacketPlayer -> ip
Class map: net/minecraft/network/play/client/C03PacketPlayer$C04PacketPlayerPosition -> ip$a
Class map: net/minecraft/network/play/client/C03PacketPlayer$C06PacketPlayerPosLook -> ip$b
Class map: net/minecraft/network/play/client/C03PacketPlayer$C05PacketPlayerLook -> ip$c
Class map: net/minecraft/network/play/client/C13PacketPlayerAbilities -> iq
Class map: net/minecraft/network/play/client/C07PacketPlayerDigging -> ir
Class map: net/minecraft/network/play/client/C07PacketPlayerDigging$Action -> ir$a
Class map: net/minecraft/network/play/client/C0BPacketEntityAction -> is
Class map: net/minecraft/network/play/client/C0BPacketEntityAction$Action -> is$a
Class map: net/minecraft/network/play/client/C0CPacketInput -> it
Class map: net/minecraft/network/play/client/C19PacketResourcePackStatus -> iu
Class map: net/minecraft/network/play/client/C19PacketResourcePackStatus$Action -> iu$a
Class map: net/minecraft/network/play/client/C09PacketHeldItemChange -> iv
Class map: net/minecraft/network/play/client/C10PacketCreativeInventoryAction -> iw
Class map: net/minecraft/network/play/client/C12PacketUpdateSign -> ix
Class map: net/minecraft/network/play/client/C0APacketAnimation -> iy
Class map: net/minecraft/network/play/client/C18PacketSpectate -> iz
Class map: net/minecraft/command/CommandHandler -> j
Class map: net/minecraft/network/play/client/C08PacketPlayerBlockPlacement -> ja
Class map: net/minecraft/network/handshake/client/C00Handshake -> jc
Class map: net/minecraft/network/handshake/INetHandlerHandshakeServer -> jd
Class map: net/minecraft/network/login/INetHandlerLoginClient -> jf
Class map: net/minecraft/network/login/server/S02PacketLoginSuccess -> jg
Class map: net/minecraft/network/login/server/S01PacketEncryptionRequest -> jh
Class map: net/minecraft/network/login/server/S03PacketEnableCompression -> ji
Class map: net/minecraft/network/login/server/S00PacketDisconnect -> jj
Class map: net/minecraft/network/login/INetHandlerLoginServer -> jk
Class map: net/minecraft/network/login/client/C00PacketLoginStart -> jl
Class map: net/minecraft/network/login/client/C01PacketEncryptionResponse -> jm
Class map: net/minecraft/network/status/INetHandlerStatusClient -> jp
Class map: net/minecraft/network/status/server/S01PacketPong -> jq
Class map: net/minecraft/network/status/server/S00PacketServerInfo -> jr
Class map: net/minecraft/network/ServerStatusResponse -> js
Class map: net/minecraft/network/ServerStatusResponse$PlayerCountData -> js$a
Class map: net/minecraft/network/ServerStatusResponse$PlayerCountData$Serializer -> js$a$a
Class map: net/minecraft/network/ServerStatusResponse$Serializer -> js$b
Class map: net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier -> js$c
Class map: net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier$Serializer -> js$c$a
Class map: net/minecraft/network/status/INetHandlerStatusServer -> jt
Class map: net/minecraft/network/status/client/C01PacketPing -> ju
Class map: net/minecraft/network/status/client/C00PacketServerQuery -> jv
Class map: net/minecraft/util/ResourceLocation -> jy
Class map: net/minecraft/command/ICommand -> k
Class map: net/minecraft/dispenser/BehaviorProjectileDispense -> ka
Class map: net/minecraft/init/Bootstrap -> kb
Class map: net/minecraft/init/Bootstrap$1 -> kb$1
Class map: net/minecraft/init/Bootstrap$10 -> kb$10
Class map: net/minecraft/init/Bootstrap$11 -> kb$11
Class map: net/minecraft/init/Bootstrap$12 -> kb$12
Class map: net/minecraft/init/Bootstrap$12$1 -> kb$12$1
Class map: net/minecraft/init/Bootstrap$13 -> kb$13
Class map: net/minecraft/init/Bootstrap$14 -> kb$14
Class map: net/minecraft/init/Bootstrap$15 -> kb$15
Class map: net/minecraft/init/Bootstrap$16 -> kb$16
Class map: net/minecraft/init/Bootstrap$2 -> kb$2
Class map: net/minecraft/init/Bootstrap$3 -> kb$3
Class map: net/minecraft/init/Bootstrap$4 -> kb$4
Class map: net/minecraft/init/Bootstrap$5 -> kb$5
Class map: net/minecraft/init/Bootstrap$6 -> kb$6
Class map: net/minecraft/init/Bootstrap$7 -> kb$7
Class map: net/minecraft/init/Bootstrap$8 -> kb$8
Class map: net/minecraft/init/Bootstrap$9 -> kb$9
Class map: net/minecraft/client/util/JsonException -> kc
Class map: net/minecraft/client/util/JsonException$1 -> kc$1
Class map: net/minecraft/client/util/JsonException$Entry -> kc$a
Class map: net/minecraft/command/ServerCommand -> kd
Class map: net/minecraft/server/ServerEula -> kf
Class map: net/minecraft/util/LoggingPrintStream -> kg
Class map: net/minecraft/network/ThreadQuickExitException -> ki
Class map: net/minecraft/network/rcon/IServer -> kj
Class map: net/minecraft/scoreboard/ServerScoreboard -> kk
Class map: net/minecraft/server/dedicated/PropertyManager -> kl
Class map: net/minecraft/util/ITickable -> km
Class map: net/minecraft/server/dedicated/DedicatedPlayerList -> kn
Class map: net/minecraft/server/dedicated/DedicatedServer -> ko
Class map: net/minecraft/server/dedicated/DedicatedServer$1 -> ko$1
Class map: net/minecraft/server/dedicated/DedicatedServer$2 -> ko$2
Class map: net/minecraft/server/dedicated/DedicatedServer$3 -> ko$3
Class map: net/minecraft/server/dedicated/DedicatedServer$4 -> ko$4
Class map: net/minecraft/server/dedicated/ServerHangWatchdog -> kp
Class map: net/minecraft/server/dedicated/ServerHangWatchdog$1 -> kp$1
Class map: net/minecraft/server/gui/MinecraftServerGui -> kr
Class map: net/minecraft/server/gui/MinecraftServerGui$1 -> kr$1
Class map: net/minecraft/server/gui/MinecraftServerGui$2 -> kr$2
Class map: net/minecraft/server/gui/MinecraftServerGui$3 -> kr$3
Class map: net/minecraft/server/gui/MinecraftServerGui$4 -> kr$4
Class map: net/minecraft/server/gui/MinecraftServerGui$5 -> kr$5
Class map: net/minecraft/server/gui/PlayerListComponent -> ks
Class map: net/minecraft/server/gui/StatsComponent -> kt
Class map: net/minecraft/server/gui/StatsComponent$1 -> kt$1
Class map: net/minecraft/client/renderer/DestroyBlockProgress -> kw
Class map: net/minecraft/world/demo/DemoWorldServer -> kx
Class map: net/minecraft/world/demo/DemoWorldManager -> ky
Class map: net/minecraft/world/WorldServerMulti -> kz
Class map: net/minecraft/world/WorldServerMulti$1 -> kz$1
Class map: net/minecraft/command/ICommandManager -> l
Class map: net/minecraft/entity/EntityTracker -> la
Class map: net/minecraft/entity/EntityTracker$1 -> la$1
Class map: net/minecraft/world/WorldManager -> lb
Class map: net/minecraft/server/management/PlayerManager -> lc
Class map: net/minecraft/server/management/PlayerManager$PlayerInstance -> lc$a
Class map: net/minecraft/world/gen/ChunkProviderServer -> ld
Class map: net/minecraft/world/WorldServer -> le
Class map: net/minecraft/world/WorldServer$1 -> le$1
Class map: net/minecraft/world/WorldServer$ServerBlockEventList -> le$a
Class map: net/minecraft/entity/player/EntityPlayerMP -> lf
Class map: net/minecraft/server/management/ItemInWorldManager -> lg
Class map: net/minecraft/entity/EntityTrackerEntry -> lh
Class map: net/minecraft/network/PingResponseHandler -> lj
Class map: net/minecraft/client/network/NetHandlerHandshakeMemory -> lk
Class map: net/minecraft/network/NetworkSystem -> ll
Class map: net/minecraft/network/NetworkSystem$1 -> ll$1
Class map: net/minecraft/network/NetworkSystem$2 -> ll$2
Class map: net/minecraft/network/NetworkSystem$3 -> ll$3
Class map: net/minecraft/network/NetworkSystem$4 -> ll$4
Class map: net/minecraft/network/NetworkSystem$5 -> ll$5
Class map: net/minecraft/network/NetworkSystem$6 -> ll$6
Class map: net/minecraft/network/NetworkSystem$7 -> ll$7
Class map: net/minecraft/network/NetHandlerPlayServer -> lm
Class map: net/minecraft/network/NetHandlerPlayServer$1 -> lm$1
Class map: net/minecraft/network/NetHandlerPlayServer$2 -> lm$2
Class map: net/minecraft/network/NetHandlerPlayServer$3 -> lm$3
Class map: net/minecraft/network/NetHandlerPlayServer$4 -> lm$4
Class map: net/minecraft/server/network/NetHandlerHandshakeTCP -> ln
Class map: net/minecraft/server/network/NetHandlerHandshakeTCP$1 -> ln$1
Class map: net/minecraft/server/network/NetHandlerLoginServer -> lo
Class map: net/minecraft/server/network/NetHandlerLoginServer$1 -> lo$1
Class map: net/minecraft/server/network/NetHandlerLoginServer$2 -> lo$2
Class map: net/minecraft/server/network/NetHandlerLoginServer$LoginState -> lo$a
Class map: net/minecraft/server/network/NetHandlerStatusServer -> lp
Class map: net/minecraft/server/management/BanEntry -> ls
Class map: net/minecraft/server/management/PlayerProfileCache -> lt
Class map: net/minecraft/server/management/PlayerProfileCache$1 -> lt$1
Class map: net/minecraft/server/management/PlayerProfileCache$2 -> lt$2
Class map: net/minecraft/server/management/PlayerProfileCache$ProfileEntry -> lt$a
Class map: net/minecraft/server/management/PlayerProfileCache$Serializer -> lt$b
Class map: net/minecraft/server/management/BanList -> lu
Class map: net/minecraft/server/management/IPBanEntry -> lv
Class map: net/minecraft/server/management/PreYggdrasilConverter -> lw
Class map: net/minecraft/server/management/PreYggdrasilConverter$1 -> lw$1
Class map: net/minecraft/server/management/PreYggdrasilConverter$2 -> lw$2
Class map: net/minecraft/server/management/PreYggdrasilConverter$3 -> lw$3
Class map: net/minecraft/server/management/PreYggdrasilConverter$4 -> lw$4
Class map: net/minecraft/server/management/PreYggdrasilConverter$5 -> lw$5
Class map: net/minecraft/server/management/PreYggdrasilConverter$6 -> lw$6
Class map: net/minecraft/server/management/PreYggdrasilConverter$ConversionError -> lw$a
Class map: net/minecraft/server/management/ServerConfigurationManager -> lx
Class map: net/minecraft/server/management/ServerConfigurationManager$1 -> lx$1
Class map: net/minecraft/server/management/UserListOps -> ly
Class map: net/minecraft/server/management/UserListOpsEntry -> lz
Class map: net/minecraft/command/ICommandSender -> m
Class map: net/minecraft/server/management/UserListEntry -> ma
Class map: net/minecraft/server/management/UserList -> mb
Class map: net/minecraft/server/management/UserList$1 -> mb$1
Class map: net/minecraft/server/management/UserList$Serializer -> mb$a
Class map: net/minecraft/server/management/UserListBans -> mc
Class map: net/minecraft/server/management/UserListBansEntry -> md
Class map: net/minecraft/server/management/UserListWhitelist -> me
Class map: net/minecraft/server/management/UserListWhitelistEntry -> mf
Class map: net/minecraft/network/rcon/RConOutputStream -> mh
Class map: net/minecraft/network/rcon/RConUtils -> mi
Class map: net/minecraft/network/rcon/RConConsoleSource -> mj
Class map: net/minecraft/network/rcon/RConThreadBase -> ml
Class map: net/minecraft/network/rcon/RConThreadQuery -> mm
Class map: net/minecraft/network/rcon/RConThreadQuery$Auth -> mm$a
Class map: net/minecraft/network/rcon/RConThreadClient -> mn
Class map: net/minecraft/network/rcon/RConThreadMain -> mo
Class map: net/minecraft/stats/Achievement -> mq
Class map: net/minecraft/stats/AchievementList -> mr
Class map: net/minecraft/stats/IStatStringFormat -> ms
Class map: net/minecraft/stats/StatBasic -> mt
Class map: net/minecraft/stats/StatCrafting -> mu
Class map: net/minecraft/stats/StatisticsFile -> mv
Class map: net/minecraft/stats/StatBase -> mw
Class map: net/minecraft/stats/StatBase$1 -> mw$1
Class map: net/minecraft/stats/StatBase$2 -> mw$2
Class map: net/minecraft/stats/StatBase$3 -> mw$3
Class map: net/minecraft/stats/StatBase$4 -> mw$4
Class map: net/minecraft/stats/IStatType -> mx
Class map: net/minecraft/util/TupleIntJsonSerializable -> my
Class map: net/minecraft/util/IJsonSerializable -> mz
Class map: net/minecraft/command/CommandResultStats -> n
Class map: net/minecraft/command/CommandResultStats$1 -> n$1
Class map: net/minecraft/command/CommandResultStats$Type -> n$a
Class map: net/minecraft/stats/StatList -> na
Class map: net/minecraft/stats/StatFileWriter -> nb
Class map: net/minecraft/util/JsonSerializableSet -> nc
Class map: net/minecraft/util/ClassInheritanceMultiMap -> ne
Class map: net/minecraft/util/ClassInheritanceMultiMap$1 -> ne$1
Class map: net/minecraft/client/ClientBrandRetriever -> net/minecraft/client/ClientBrandRetriever
Class map: net/minecraft/client/main/Main -> net/minecraft/client/main/Main
Class map: net/minecraft/client/main/Main$1 -> net/minecraft/client/main/Main$1
Class map: net/minecraft/client/main/Main$2 -> net/minecraft/client/main/Main$2
Class map: net/minecraft/realms/DisconnectedRealmsScreen -> net/minecraft/realms/DisconnectedRealmsScreen
Class map: net/minecraft/realms/Realms -> net/minecraft/realms/Realms
Class map: net/minecraft/realms/RealmsAnvilLevelStorageSource -> net/minecraft/realms/RealmsAnvilLevelStorageSource
Class map: net/minecraft/realms/RealmsBridge -> net/minecraft/realms/RealmsBridge
Class map: net/minecraft/realms/RealmsBufferBuilder -> net/minecraft/realms/RealmsBufferBuilder
Class map: net/minecraft/realms/RealmsButton -> net/minecraft/realms/RealmsButton
Class map: net/minecraft/realms/RealmsClickableScrolledSelectionList -> net/minecraft/realms/RealmsClickableScrolledSelectionList
Class map: net/minecraft/realms/RealmsConnect -> net/minecraft/realms/RealmsConnect
Class map: net/minecraft/realms/RealmsConnect$1 -> net/minecraft/realms/RealmsConnect$1
Class map: net/minecraft/realms/RealmsDefaultVertexFormat -> net/minecraft/realms/RealmsDefaultVertexFormat
Class map: net/minecraft/realms/RealmsEditBox -> net/minecraft/realms/RealmsEditBox
Class map: net/minecraft/realms/RealmsLevelSummary -> net/minecraft/realms/RealmsLevelSummary
Class map: net/minecraft/realms/RealmsMth -> net/minecraft/realms/RealmsMth
Class map: net/minecraft/realms/RealmsScreen -> net/minecraft/realms/RealmsScreen
Class map: net/minecraft/realms/RealmsScrolledSelectionList -> net/minecraft/realms/RealmsScrolledSelectionList
Class map: net/minecraft/realms/RealmsServerAddress -> net/minecraft/realms/RealmsServerAddress
Class map: net/minecraft/realms/RealmsServerPing -> net/minecraft/realms/RealmsServerPing
Class map: net/minecraft/realms/RealmsServerStatusPinger -> net/minecraft/realms/RealmsServerStatusPinger
Class map: net/minecraft/realms/RealmsServerStatusPinger$1 -> net/minecraft/realms/RealmsServerStatusPinger$1
Class map: net/minecraft/realms/RealmsSharedConstants -> net/minecraft/realms/RealmsSharedConstants
Class map: net/minecraft/realms/RealmsSimpleScrolledSelectionList -> net/minecraft/realms/RealmsSimpleScrolledSelectionList
Class map: net/minecraft/realms/RealmsSliderButton -> net/minecraft/realms/RealmsSliderButton
Class map: net/minecraft/realms/RealmsVertexFormat -> net/minecraft/realms/RealmsVertexFormat
Class map: net/minecraft/realms/RealmsVertexFormatElement -> net/minecraft/realms/RealmsVertexFormatElement
Class map: net/minecraft/realms/Tezzelator -> net/minecraft/realms/Tezzelator
Class map: net/minecraft/server/MinecraftServer -> net/minecraft/server/MinecraftServer
Class map: net/minecraft/server/MinecraftServer$1 -> net/minecraft/server/MinecraftServer$1
Class map: net/minecraft/server/MinecraftServer$2 -> net/minecraft/server/MinecraftServer$2
Class map: net/minecraft/server/MinecraftServer$3 -> net/minecraft/server/MinecraftServer$3
Class map: net/minecraft/server/MinecraftServer$4 -> net/minecraft/server/MinecraftServer$4
Class map: net/minecraft/util/CryptManager -> ng
Class map: net/minecraft/util/FrameTimer -> nh
Class map: net/minecraft/util/JsonUtils -> ni
Class map: net/minecraft/util/HttpUtil -> nj
Class map: net/minecraft/util/HttpUtil$1 -> nj$1
Class map: net/minecraft/server/management/LowerStringMap -> nk
Class map: net/minecraft/util/IntegerCache -> nl
Class map: net/minecraft/util/IntHashMap -> nm
Class map: net/minecraft/util/IntHashMap$Entry -> nm$a
Class map: net/minecraft/util/LazyLoadBase -> no
Class map: net/minecraft/util/ThreadSafeBoundList -> np
Class map: net/minecraft/util/LongHashMap -> nq
Class map: net/minecraft/util/LongHashMap$Entry -> nq$a
Class map: net/minecraft/util/EnumTypeAdapterFactory -> nr
Class map: net/minecraft/util/EnumTypeAdapterFactory$1 -> nr$1
Class map: net/minecraft/util/MathHelper -> ns
Class map: net/minecraft/profiler/Profiler -> nt
Class map: net/minecraft/profiler/Profiler$Result -> nt$a
Class map: net/minecraft/util/IProgressUpdate -> nu
Class map: net/minecraft/util/MouseFilter -> nv
Class map: net/minecraft/util/IStringSerializable -> nw
Class map: net/minecraft/util/StringUtils -> nx
Class map: net/minecraft/util/Tuple -> nz
Class map: net/minecraft/command/PlayerSelector -> o
Class map: net/minecraft/command/PlayerSelector$1 -> o$1
Class map: net/minecraft/command/PlayerSelector$10 -> o$10
Class map: net/minecraft/command/PlayerSelector$11 -> o$11
Class map: net/minecraft/command/PlayerSelector$12 -> o$12
Class map: net/minecraft/command/PlayerSelector$2 -> o$2
Class map: net/minecraft/command/PlayerSelector$3 -> o$3
Class map: net/minecraft/command/PlayerSelector$4 -> o$4
Class map: net/minecraft/command/PlayerSelector$5 -> o$5
Class map: net/minecraft/command/PlayerSelector$6 -> o$6
Class map: net/minecraft/command/PlayerSelector$7 -> o$7
Class map: net/minecraft/command/PlayerSelector$8 -> o$8
Class map: net/minecraft/command/PlayerSelector$9 -> o$9
Class map: net/minecraft/util/WeightedRandom -> oa
Class map: net/minecraft/util/WeightedRandom$Item -> oa$a
Class map: net/minecraft/util/WeightedRandomChestContent -> ob
Class map: net/minecraft/util/IThreadListener -> od
Class map: net/minecraft/inventory/InventoryLargeChest -> of
Class map: net/minecraft/inventory/IInventory -> og
Class map: net/minecraft/inventory/IInvBasic -> oh
Class map: net/minecraft/inventory/InventoryHelper -> oi
Class map: net/minecraft/world/EnumDifficulty -> oj
Class map: net/minecraft/world/DifficultyInstance -> ok
Class map: net/minecraft/world/IInteractionObject -> ol
Class map: net/minecraft/world/LockCode -> on
Class map: net/minecraft/world/ILockableContainer -> oo
Class map: net/minecraft/world/IWorldNameable -> op
Class map: net/minecraft/inventory/InventoryBasic -> oq
Class map: net/minecraft/profiler/PlayerUsageSnooper -> or
Class map: net/minecraft/profiler/PlayerUsageSnooper$1 -> or$1
Class map: net/minecraft/profiler/IPlayerUsage -> os
Class map: net/minecraft/inventory/ISidedInventory -> ot
Class map: net/minecraft/util/CombatEntry -> ou
Class map: net/minecraft/util/CombatTracker -> ov
Class map: net/minecraft/util/DamageSource -> ow
Class map: net/minecraft/util/EntityDamageSource -> ox
Class map: net/minecraft/util/EntityDamageSourceIndirect -> oy
Class map: net/minecraft/command/server/CommandAchievement -> p
Class map: net/minecraft/command/server/CommandAchievement$1 -> p$1
Class map: net/minecraft/potion/PotionAbsorption -> pa
Class map: net/minecraft/potion/PotionAttackDamage -> pb
Class map: net/minecraft/potion/PotionHealthBoost -> pc
Class map: net/minecraft/potion/PotionHealth -> pd
Class map: net/minecraft/potion/Potion -> pe
Class map: net/minecraft/potion/PotionEffect -> pf
Class map: net/minecraft/entity/EntityAgeable -> ph
Class map: net/minecraft/entity/passive/IAnimals -> pi
Class map: net/minecraft/entity/Entity -> pk
